WorkTitle #,Word,Tag,POS
,an,O,DT
,ideology,O,NN
,is,O,VBZ
,neither,O,CC
,the,O,DT
,eternal,O,JJ
,essence,O,NN
,grasped,O,VBN
,by,O,IN
,the,O,DT
,eyes,O,NNS
,of,O,IN
,the,O,DT
,mind,O,NN
,nor,O,CC
,the,O,DT
,regulator,O,NN
,of,O,IN
,reason,O,NN
,as,O,IN
,it,O,PRP
,was,O,VBD
,from,O,IN
,Plato,I-PER,NNP
,to,O,TO
,Kant,I-PER,NNP
,but,O,CC
,has,O,VBZ
,become,O,VBN
,an,O,DT
,instrument,O,NN
,of,O,IN
,explanation,O,NN
,.,O,.
,To,O,TO
,an,O,DT
,ideology,O,NN
,",",O,","
,history,O,NN
,does,O,VBZ
,not,O,RB
,appear,O,VB
,in,O,IN
,the,O,DT
,light,O,NN
,of,O,IN
,an,O,DT
,idea,O,NN
,(,O,(
,which,O,WDT
,would,O,MD
,imply,O,VB
,that,O,IN
,history,O,NN
,is,O,VBZ
,seen,O,VBN
,sub,O,JJ
,specie,O,NN
,of,O,IN
,some,O,DT
,ideal,O,NN
,eternity,O,NN
,which,O,WDT
,itself,O,PRP
,is,O,VBZ
,beyond,O,IN
,historical,O,JJ
,motion,O,NN
,),O,)
,but,O,CC
,as,O,IN
,something,O,NN
,which,O,WDT
,can,O,MD
,be,O,VB
,calculated,O,VBN
,by,O,IN
,it,O,PRP
,.,O,.
,What,O,WP
,fits,O,VBZ
,the,O,DT
,idea,O,NN
,into,O,IN
,this,O,DT
,new,O,JJ
,role,O,NN
,is,O,VBZ
,its,O,PRP$
,own,O,JJ
,logic,O,NN
,",",O,","
,that,O,WDT
,is,O,VBZ
,a,O,DT
,movement,O,NN
,which,O,WDT
,is,O,VBZ
,the,O,DT
,consequence,O,NN
,of,O,IN
,the,O,DT
,idea,O,NN
,itself,O,PRP
,and,O,CC
,needs,O,VBZ
,no,O,DT
,outside,O,JJ
,factor,O,NN
,to,O,TO
,set,O,VB
,it,O,PRP
,into,O,IN
,motion,O,NN
,.,O,.
,Racism,O,NN
,is,O,VBZ
,the,O,DT
,belief,O,NN
,that,O,IN
,there,O,EX
,is,O,VBZ
,a,O,DT
,motion,O,NN
,inherent,O,NN
,in,O,IN
,the,O,DT
,very,O,RB
,idea,O,NN
,of,O,IN
,race,O,NN
,",",O,","
,just,O,RB
,as,O,IN
,deism,O,NN
,is,O,VBZ
,the,O,DT
,belief,O,NN
,that,O,IN
,a,O,DT
,motion,O,NN
,is,O,VBZ
,inherent,O,JJ
,in,O,IN
,the,O,DT
,very,O,JJ
,notion,O,NN
,of,O,IN
,God,O,NNP
,.,O,.
,The,O,DT
,movement,O,NN
,of,O,IN
,history,O,NN
,and,O,CC
,the,O,DT
,logical,O,JJ
,process,O,NN
,of,O,IN
,this,O,DT
,notion,O,NN
,are,O,VBP
,supposed,O,VBN
,to,O,TO
,correspond,O,VB
,to,O,TO
,each,O,DT
,other,O,JJ
,",",O,","
,so,O,IN
,that,O,DT
,whatever,O,WDT
,happens,O,VBZ
,",",O,","
,happens,O,VBZ
,according,O,VBG
,to,O,TO
,the,O,DT
,logic,O,NN
,of,O,IN
,one,O,CD
,idea,O,NN
,.,O,.
,However,O,RB
,",",O,","
,the,O,DT
,only,O,JJ
,possible,O,JJ
,movement,O,NN
,in,O,IN
,the,O,DT
,realm,O,NN
,of,O,IN
,logic,O,NN
,is,O,VBZ
,the,O,DT
,process,O,NN
,of,O,IN
,deduction,O,NN
,from,O,IN
,a,O,DT
,premise,O,NN
,.,O,.
,Dialectical,O,NNP
,logic,O,NN
,",",O,","
,with,O,IN
,its,O,PRP$
,process,O,NN
,from,O,IN
,thesis,O,NN
,through,O,IN
,antithesis,O,NN
,to,O,TO
,synthesis,O,VB
,which,O,WDT
,in,O,IN
,turn,O,NN
,becomes,O,VBZ
,the,O,DT
,thesis,O,NN
,of,O,IN
,the,O,DT
,next,O,JJ
,dialectical,O,JJ
,movement,O,NN
,is,O,VBZ
,not,O,RB
,different,O,JJ
,in,O,IN
,principle,O,NN
,",",O,","
,once,O,RB
,an,O,DT
,ideology,O,NN
,gets,O,VBZ
,hold,O,CD
,of,O,IN
,it,O,PRP
,;,O,:
,the,O,DT
,first,O,JJ
,thesis,O,NN
,becomes,O,VBZ
,the,O,DT
,premise,O,NN
,and,O,CC
,its,O,PRP$
,advantage,O,NN
,for,O,IN
,ideological,O,JJ
,explanation,O,NN
,is,O,VBZ
,that,O,IN
,this,O,DT
,dialectical,O,JJ
,device,O,NN
,can,O,MD
,explain,O,VB
,away,O,RB
,factual,O,JJ
,contradictions,O,NNS
,as,O,IN
,stages,O,NNS
,of,O,IN
,one,O,CD
,identical,O,JJ
,",",O,","
,consistent,O,JJ
,movement,O,NN
,.,O,.
,As,O,RB
,soon,O,RB
,as,O,RB
,logic,O,JJ
,as,O,IN
,a,O,DT
,movement,O,NN
,of,O,IN
,thought,O,NN
,and,O,CC
,not,O,RB
,as,O,IN
,a,O,DT
,necessary,O,JJ
,control,O,NN
,of,O,IN
,thinking,O,NN
,is,O,VBZ
,applied,O,VBN
,to,O,TO
,an,O,DT
,idea,O,NN
,",",O,","
,this,O,DT
,idea,O,NN
,is,O,VBZ
,transformed,O,VBN
,into,O,IN
,a,O,DT
,premise,O,NN
,.,O,.
,Ideological,O,JJ
,world,O,NN
,explanations,O,NNS
,performed,O,VBD
,this,O,DT
,operation,O,NN
,long,O,RB
,before,O,IN
,it,O,PRP
,became,O,VBD
,so,O,RB
,eminently,O,RB
,fruitful,O,JJ
,for,O,IN
,totalitarian,O,JJ
,reasoning,O,NN
,.,O,.
,The,O,DT
,purely,O,RB
,negative,O,JJ
,coercion,O,NN
,of,O,IN
,logic,O,NN
,",",O,","
,the,O,DT
,prohibition,O,NN
,of,O,IN
,contradictions,O,NNS
,",",O,","
,became,O,VBD
,productive,O,JJ
,so,O,IN
,that,O,IN
,a,O,DT
,whole,O,JJ
,line,O,NN
,of,O,IN
,thought,O,NN
,could,O,MD
,be,O,VB
,initiated,O,VBN
,",",O,","
,and,O,CC
,forced,O,VBD
,upon,O,IN
,the,O,DT
,mind,O,NN
,",",O,","
,by,O,IN
,drawing,O,VBG
,conclusions,O,NNS
,in,O,IN
,the,O,DT
,manner,O,NN
,of,O,IN
,mere,O,JJ
,argumentation,O,NN
,.,O,.
,This,O,DT
,argumentative,O,JJ
,process,O,NN
,could,O,MD
,be,O,VB
,interrupted,O,VBN
,neither,O,RB
,by,O,IN
,a,O,DT
,new,O,JJ
,idea,O,NN
,(,O,(
,which,O,WDT
,would,O,MD
,have,O,VB
,been,O,VBN
,another,O,DT
,premise,O,NN
,with,O,IN
,a,O,DT
,different,O,JJ
,set,O,NN
,of,O,IN
,consequences,O,NNS
,),O,)
,nor,O,CC
,by,O,IN
,a,O,DT
,new,O,JJ
,experience,O,NN
,.,O,.
,Ideologies,O,NNS
,always,O,RB
,assume,O,VBP
,that,O,IN
,one,O,CD
,idea,O,NN
,is,O,VBZ
,sufficient,O,JJ
,to,O,TO
,explain,O,VB
,everything,O,NN
,in,O,IN
,the,O,DT
,development,O,NN
,from,O,IN
,the,O,DT
,premise,O,NN
,",",O,","
,and,O,CC
,that,O,IN
,no,O,DT
,experience,O,NN
,can,O,MD
,teach,O,VB
,anything,O,NN
,because,O,IN
,everything,O,NN
,is,O,VBZ
,comprehended,O,VBN
,in,O,IN
,this,O,DT
,consistent,O,JJ
,process,O,NN
,of,O,IN
,logical,O,JJ
,deduction,O,NN
,.,O,.
,The,O,DT
,danger,O,NN
,in,O,IN
,exchanging,O,VBG
,the,O,DT
,necessary,O,JJ
,insecurity,O,NN
,of,O,IN
,philosophical,O,JJ
,thought,O,NN
,for,O,IN
,the,O,DT
,total,O,JJ
,explanation,O,NN
,of,O,IN
,an,O,DT
,ideology,O,NN
,and,O,CC
,its,O,PRP$
,Weltanschauung,O,NNP
,",",O,","
,is,O,VBZ
,not,O,RB
,even,O,RB
,so,O,RB
,much,O,JJ
,the,O,DT
,risk,O,NN
,of,O,IN
,falling,O,VBG
,for,O,IN
,some,O,DT
,usually,O,RB
,vulgar,O,JJ
,",",O,","
,always,O,RB
,uncritical,O,JJ
,assumption,O,NN
,as,O,IN
,of,O,IN
,exchanging,O,VBG
,the,O,DT
,freedom,O,NN
,inherent,O,JJ
,in,O,IN
,man,O,NN
,s,O,NN
,capacity,O,NN
,to,O,TO
,think,O,VB
,for,O,IN
,the,O,DT
,straightjacket,O,NN
,of,O,IN
,logic,O,NN
,with,O,IN
,which,O,WDT
,man,O,NN
,can,O,MD
,force,O,VB
,himself,O,PRP
,almost,O,RB
,as,O,RB
,violently,O,RB
,as,O,IN
,he,O,PRP
,is,O,VBZ
,forced,O,VBN
,by,O,IN
,some,O,DT
,outside,O,JJ
,power,O,NN
,.,O,.
,The,O,DT
,transformation,O,NN
,of,O,IN
,an,O,DT
,idea,O,NN
,into,O,IN
,a,O,DT
,premise,O,NN
,and,O,CC
,the,O,DT
,use,O,NN
,of,O,IN
,the,O,DT
,logic,O,NN
,of,O,IN
,deduction,O,NN
,as,O,IN
,only,O,JJ
,demonstration,O,NN
,for,O,IN
,truth,O,NN
,",",O,","
,is,O,VBZ
,certainly,O,RB
,only,O,RB
,one,O,CD
,of,O,IN
,the,O,DT
,totalitarian,O,JJ
,elements,O,NNS
,in,O,IN
,ideologies,O,NNS
,.,O,.
,Another,O,DT
,is,O,VBZ
,obviously,O,RB
,the,O,DT
,claim,O,NN
,of,O,IN
,all,O,DT
,Weltanschauungen,O,NNP
,to,O,TO
,offer,O,VB
,total,O,JJ
,explanations,O,NNS
,of,O,IN
,everything,O,NN
,",",O,","
,mainly,O,RB
,",",O,","
,of,O,IN
,course,O,NN
,",",O,","
,of,O,IN
,past,O,JJ
,",",O,","
,present,O,JJ
,and,O,CC
,future,O,JJ
,.,O,.
,And,O,CC
,the,O,DT
,emancipation,O,NN
,from,O,IN
,reality,O,NN
,this,O,DT
,method,O,NN
,always,O,RB
,implies,O,NNS
,",",O,","
,since,O,IN
,it,O,PRP
,pretends,O,VBZ
,to,O,TO
,know,O,VB
,beforehand,O,RB
,everything,O,NN
,that,O,IN
,experience,O,NN
,may,O,MD
,still,O,RB
,have,O,VB
,in,O,IN
,store,O,NN
,",",O,","
,might,O,MD
,",",O,","
,psychologically,O,RB
,speaking,O,VBG
,",",O,","
,be,O,VB
,even,O,RB
,more,O,RBR
,important,O,JJ
,.,O,.
,Yet,O,CC
,",",O,","
,we,O,PRP
,insisted,O,VBD
,on,O,IN
,this,O,DT
,peculiar,O,JJ
,logicality,O,NN
,of,O,IN
,ideologies,O,NNS
,because,O,IN
,the,O,DT
,true,O,JJ
,totalitarian,O,JJ
,rulers,O,NNS
,(,O,(
,Hitler,I-PER,NNP
,and,O,CC
,Stalin,I-PER,NNP
,",",O,","
,not,O,RB
,their,O,PRP$
,forerunners,O,NNS
,),O,)
,used,O,VBD
,it,O,PRP
,more,O,RBR
,than,O,IN
,any,O,DT
,other,O,JJ
,element,O,NN
,when,O,WRB
,they,O,PRP
,converted,O,VBD
,ideologies,O,NNS
,racism,O,NN
,and,O,CC
,the,O,DT
,premise,O,NN
,of,O,IN
,the,O,DT
,law,O,NN
,of,O,IN
,nature,O,NN
,",",O,","
,or,O,CC
,dialectical,O,JJ
,materialism,O,NN
,and,O,CC
,the,O,DT
,premise,O,NN
,of,O,IN
,the,O,DT
,law,O,NN
,of,O,IN
,history,O,NN
,into,O,IN
,foundation,O,NN
,stones,O,NNS
,for,O,IN
,the,O,DT
,new,O,JJ
,totalitarian,O,JJ
,body,O,NN
,politic,O,JJ
,.,O,.
,The,O,DT
,device,O,NN
,both,O,DT
,totalitarian,O,JJ
,rulers,O,NNS
,used,O,VBD
,to,O,TO
,transform,O,VB
,their,O,PRP$
,respective,O,JJ
,ideologies,O,NNS
,into,O,IN
,weapons,O,NNS
,with,O,IN
,which,O,WDT
,each,O,DT
,of,O,IN
,their,O,PRP$
,subjects,O,NNS
,would,O,MD
,force,O,VB
,himself,O,PRP
,into,O,IN
,step,O,NN
,with,O,IN
,the,O,DT
,terror,O,NN
,movement,O,NN
,was,O,VBD
,deceptively,O,RB
,simple,O,JJ
,and,O,CC
,inconspicuous,O,JJ
,:,O,:
,they,O,PRP
,took,O,VBD
,them,O,PRP
,dead,O,JJ
,seriously,O,RB
,",",O,","
,took,O,VBD
,pride,O,IN
,the,O,DT
,one,O,NN
,in,O,IN
,his,O,PRP$
,supreme,O,NN
,gift,O,NN
,for,O,IN
,ice,O,NN
,cold,O,NN
,reasoning,O,NN
,(,O,(
,Hitler,I-PER,NNP
,),O,)
,and,O,CC
,the,O,DT
,other,O,JJ
,in,O,IN
,the,O,DT
,mercilessness,O,NN
,of,O,IN
,his,O,PRP$
,dialectics,O,NNS
,",",O,","
,and,O,CC
,proceeded,O,VBD
,to,O,TO
,drive,O,VB
,ideological,O,JJ
,implications,O,NNS
,into,O,IN
,extremes,O,NNS
,of,O,IN
,logical,O,JJ
,consistency,O,NN
,which,O,WDT
,",",O,","
,to,O,TO
,the,O,DT
,onlooker,O,NN
,",",O,","
,looked,O,VBD
,preposterously,O,RB
,primitive,O,JJ
,and,O,CC
,absurd,O,JJ
,:,O,:
,a,O,DT
,dying,O,VBG
,class,O,NN
,consisted,O,VBN
,of,O,IN
,people,O,NNS
,condemned,O,VBN
,to,O,TO
,death,O,NN
,;,O,:
,races,O,NNS
,that,O,WDT
,are,O,VBP
,unfit,O,JJ
,to,O,TO
,live,O,VB
,were,O,VBD
,to,O,TO
,be,O,VB
,exterminated,O,VBN
,.,O,.
,Whoever,O,NNP
,agreed,O,VBD
,that,O,IN
,there,O,EX
,are,O,VBP
,such,O,JJ
,things,O,NNS
,as,O,IN
,dying,O,VBG
,classes,O,NNS
,and,O,CC
,did,O,VBD
,not,O,RB
,draw,O,VB
,the,O,DT
,consequence,O,NN
,of,O,IN
,killing,O,VBG
,their,O,PRP$
,members,O,NNS
,",",O,","
,or,O,CC
,that,O,IN
,the,O,DT
,right,O,NN
,to,O,TO
,live,O,VB
,had,O,VBD
,something,O,NN
,to,O,TO
,do,O,VB
,with,O,IN
,race,O,NN
,and,O,CC
,did,O,VBD
,not,O,RB
,draw,O,VB
,the,O,DT
,consequence,O,NN
,of,O,IN
,killing,O,VBG
,unfit,O,JJ
,races,O,NNS
,",",O,","
,was,O,VBD
,plainly,O,RB
,either,O,RB
,stupid,O,JJ
,or,O,CC
,a,O,DT
,coward,O,NN
,.,O,.
,This,O,DT
,stringent,O,JJ
,logicality,O,NN
,as,O,IN
,a,O,DT
,guide,O,NN
,to,O,TO
,action,O,NN
,permeates,O,VBZ
,the,O,DT
,whole,O,JJ
,structure,O,NN
,of,O,IN
,totalitarian,O,JJ
,movements,O,NNS
,and,O,CC
,governments,O,NNS
,.,O,.
,It,O,PRP
,is,O,VBZ
,exclusively,O,RB
,the,O,DT
,work,O,NN
,of,O,IN
,Hitler,I-PER,NNP
,and,O,CC
,Stalin,I-PER,NNP
,who,O,WP
,",",O,","
,although,O,IN
,they,O,PRP
,did,O,VBD
,not,O,RB
,add,O,VB
,a,O,DT
,single,O,JJ
,new,O,JJ
,thought,O,VBN
,to,O,TO
,the,O,DT
,ideas,O,NNS
,and,O,CC
,propaganda,O,NN
,slogans,O,NNS
,of,O,IN
,their,O,PRP$
,movements,O,NNS
,",",O,","
,for,O,IN
,this,O,DT
,reason,O,NN
,alone,O,RB
,must,O,MD
,be,O,VB
,considered,O,VBN
,ideologists,O,NNS
,of,O,IN
,the,O,DT
,greatest,O,JJS
,importance,O,NN
,.,O,.
,What,O,WP
,distinguished,O,VBD
,these,O,DT
,new,O,JJ
,totalitarian,O,JJ
,ideologists,O,NNS
,from,O,IN
,their,O,PRP$
,predecessors,O,NNS
,was,O,VBD
,that,O,IN
,it,O,PRP
,was,O,VBD
,no,O,RB
,longer,O,JJR
,primarily,O,RB
,the,O,DT
,idea,O,NN
,of,O,IN
,the,O,DT
,ideology,O,NN
,the,O,DT
,struggle,O,NN
,of,O,IN
,classes,O,NNS
,and,O,CC
,the,O,DT
,exploitation,O,NN
,of,O,IN
,the,O,DT
,workers,O,NNS
,or,O,CC
,the,O,DT
,struggle,O,NN
,of,O,IN
,races,O,NNS
,and,O,CC
,the,O,DT
,care,O,NN
,for,O,IN
,Germanic,O,NNP
,peoples,O,NNS
,which,O,WDT
,appealed,O,VBD
,to,O,TO
,them,O,PRP
,",",O,","
,but,O,CC
,the,O,DT
,logical,O,JJ
,process,O,NN
,which,O,WDT
,could,O,MD
,be,O,VB
,developed,O,VBN
,from,O,IN
,it,O,PRP
,.,O,.
,According,O,VBG
,to,O,TO
,Stalin,I-PER,NNP
,",",O,","
,neither,O,CC
,the,O,DT
,idea,O,NN
,nor,O,CC
,the,O,DT
,oratory,O,NN
,but,O,CC
,the,O,DT
,irresistible,O,JJ
,force,O,NN
,of,O,IN
,logic,O,JJ
,thoroughly,O,RB
,overpowered,O,VBN
,(,O,(
,Lenin,I-PER,NNP
,s,O,NN
,),O,)
,audience,O,NN
,.,O,.
,The,O,DT
,power,O,NN
,",",O,","
,which,O,WDT
,Marx,I-PER,NNP
,thought,O,NN
,was,O,VBD
,born,O,VBN
,when,O,WRB
,the,O,DT
,idea,O,NN
,seized,O,VBD
,the,O,DT
,masses,O,NNS
,",",O,","
,was,O,VBD
,discovered,O,VBN
,to,O,TO
,reside,O,VB
,",",O,","
,not,O,RB
,in,O,IN
,the,O,DT
,idea,O,NN
,itself,O,PRP
,",",O,","
,but,O,CC
,in,O,IN
,its,O,PRP$
,logical,O,JJ
,process,O,NN
,which,O,WDT
,like,O,IN
,a,O,DT
,mighty,O,JJ
,tentacle,O,NN
,seizes,O,VBZ
,you,O,PRP
,on,O,IN
,all,O,DT
,sides,O,NNS
,as,O,IN
,in,O,IN
,a,O,DT
,vise,O,NN
,and,O,CC
,from,O,IN
,whose,O,WP$
,grip,O,NN
,you,O,PRP
,are,O,VBP
,powerless,O,JJ
,to,O,TO
,tear,O,VB
,yourself,O,PRP
,away,O,RB
,;,O,:
,you,O,PRP
,must,O,MD
,either,O,VB
,surrender,O,NN
,or,O,CC
,make,O,VB
,up,O,RP
,your,O,PRP$
,mind,O,NN
,to,O,TO
,utter,O,JJ
,defeat,O,NN
,.,O,.
,(,O,(
,Stalin,I-PER,NNP
,s,O,VBZ
,speech,O,NN
,of,O,IN
,January,O,NNP
,28,O,CD
,",",O,","
,1924,O,CD
,;,O,:
,quoted,O,VBN
,from,O,IN
,Lenin,I-PER,NNP
,",",O,","
,Selected,O,NNP
,Works,O,NNP
,",",O,","
,vol,O,NN
,.,O,.
,I,O,PRP
,",",O,","
,p,O,NN
,.,O,.
,33,O,CD
,",",O,","
,Moscow,O,NNP
,",",O,","
,1947,O,CD
,.,O,.
,),O,)
,Only,O,RB
,when,O,WRB
,the,O,DT
,realization,O,NN
,of,O,IN
,the,O,DT
,ideological,O,JJ
,aims,O,NNS
,",",O,","
,the,O,DT
,classless,O,NN
,society,O,NN
,or,O,CC
,the,O,DT
,master,O,NN
,race,O,NN
,",",O,","
,were,O,VBD
,at,O,IN
,stake,O,NN
,",",O,","
,could,O,MD
,this,O,DT
,force,O,NN
,show,O,NN
,itself,O,PRP
,.,O,.
,In,O,IN
,the,O,DT
,process,O,NN
,of,O,IN
,realization,O,NN
,",",O,","
,the,O,DT
,original,O,JJ
,substance,O,NN
,upon,O,IN
,which,O,WDT
,the,O,DT
,ideologies,O,NNS
,based,O,VBN
,themselves,O,PRP
,as,O,RB
,long,O,RB
,as,O,IN
,they,O,PRP
,had,O,VBD
,to,O,TO
,appeal,O,VB
,to,O,TO
,the,O,DT
,masses,O,NNS
,the,O,DT
,exploitation,O,NN
,of,O,IN
,the,O,DT
,workers,O,NNS
,or,O,CC
,the,O,DT
,national,O,JJ
,aspirations,O,NNS
,of,O,IN
,Germany,O,NNP
,is,O,VBZ
,gradually,O,RB
,lost,O,VBN
,",",O,","
,devoured,O,VBN
,as,O,IN
,it,O,PRP
,were,O,VBD
,by,O,IN
,the,O,DT
,process,O,NN
,itself,O,PRP
,:,O,:
,in,O,IN
,perfect,O,JJ
,accordance,O,NN
,with,O,IN
,ice,O,NN
,cold,O,NN
,reasoning,O,NN
,and,O,CC
,the,O,DT
,irresistible,O,JJ
,force,O,NN
,of,O,IN
,logic,O,NN
,",",O,","
,the,O,DT
,workers,O,NNS
,lost,O,VBN
,under,O,IN
,Bolshevik,O,NNP
,rule,O,NN
,even,O,RB
,those,O,DT
,rights,O,NNS
,they,O,PRP
,had,O,VBD
,been,O,VBN
,granted,O,VBN
,under,O,IN
,Tsarist,O,NNP
,oppression,O,NN
,and,O,CC
,the,O,DT
,German,O,JJ
,people,O,NNS
,suffered,O,VBD
,a,O,DT
,kind,O,NN
,of,O,IN
,warfare,O,NN
,which,O,WDT
,did,O,VBD
,not,O,RB
,pay,O,VB
,the,O,DT
,slightest,O,JJS
,regard,O,NN
,to,O,TO
,the,O,DT
,minimum,O,NN
,requirements,O,NNS
,for,O,IN
,survival,O,NN
,of,O,IN
,the,O,DT
,German,O,JJ
,nation,O,NN
,.,O,.
,It,O,PRP
,is,O,VBZ
,in,O,IN
,the,O,DT
,nature,O,NN
,of,O,IN
,ideological,O,JJ
,politics,O,NNS
,and,O,CC
,is,O,VBZ
,not,O,RB
,simply,O,RB
,a,O,DT
,betrayal,O,NN
,committed,O,VBN
,for,O,IN
,the,O,DT
,sake,O,NN
,of,O,IN
,self-interest,O,NN
,or,O,CC
,lust,O,NN
,for,O,IN
,power,O,NN
,that,O,IN
,the,O,DT
,real,O,JJ
,content,O,NN
,of,O,IN
,the,O,DT
,ideology,O,NN
,(,O,(
,the,O,DT
,working,O,VBG
,class,O,NN
,or,O,CC
,the,O,DT
,Germanic,O,NNP
,peoples,O,NNS
,),O,)
,",",O,","
,which,O,WDT
,originally,O,RB
,had,O,VBD
,brought,O,VBN
,about,O,IN
,the,O,DT
,idea,O,NN
,(,O,(
,the,O,DT
,struggle,O,NN
,of,O,IN
,classes,O,NNS
,as,O,IN
,the,O,DT
,law,O,NN
,of,O,IN
,history,O,NN
,or,O,CC
,the,O,DT
,struggle,O,NN
,of,O,IN
,races,O,NNS
,as,O,IN
,the,O,DT
,law,O,NN
,of,O,IN
,nature,O,NN
,),O,)
,",",O,","
,is,O,VBZ
,devoured,O,VBN
,by,O,IN
,the,O,DT
,logic,O,NN
,with,O,IN
,which,O,WDT
,the,O,DT
,idea,O,NN
,is,O,VBZ
,carried,O,VBN
,out,O,IN
,.,O,.
,The,O,DT
,preparation,O,NN
,of,O,IN
,victims,O,NNS
,and,O,CC
,executioners,O,NNS
,which,O,WDT
,totalitarianism,O,NN
,requires,O,VBZ
,in,O,IN
,place,O,NN
,of,O,IN
,Montesquieu,I-PER,NNP
,s,O,JJ
,principle,O,NN
,of,O,IN
,action,O,NN
,is,O,VBZ
,not,O,RB
,the,O,DT
,ideology,O,NN
,itself,O,PRP
,racism,O,NN
,or,O,CC
,dialectical,O,JJ
,materialism,O,NN
,but,O,CC
,its,O,PRP$
,inherent,O,JJ
,logicality,O,NN
,.,O,.
,The,O,DT
,most,O,RBS
,persuasive,O,JJ
,argument,O,NN
,in,O,IN
,this,O,DT
,respect,O,NN
,",",O,","
,an,O,DT
,argument,O,NN
,of,O,IN
,which,O,WDT
,Hitler,I-PER,NNP
,like,O,IN
,Stalin,I-PER,NNP
,was,O,VBD
,very,O,RB
,fond,O,JJ
,",",O,","
,is,O,VBZ
,:,O,:
,You,O,PRP
,can,O,MD
,t,O,VB
,say,O,VB
,A,O,NNP
,without,O,IN
,saying,O,VBG
,B,O,NNP
,and,O,CC
,C,O,NNP
,and,O,CC
,so,O,RB
,on,O,IN
,",",O,","
,down,O,RB
,to,O,TO
,the,O,DT
,end,O,NN
,of,O,IN
,the,O,DT
,murderous,O,JJ
,alphabet,O,NN
,.,O,.
,Here,O,RB
,",",O,","
,the,O,DT
,coercive,O,JJ
,force,O,NN
,of,O,IN
,logicality,O,NN
,seems,O,VBZ
,to,O,TO
,have,O,VB
,its,O,PRP$
,source,O,NN
,;,O,:
,it,O,PRP
,springs,O,VBZ
,from,O,IN
,our,O,PRP$
,fear,O,NN
,of,O,IN
,contradicting,O,VBG
,ourselves,O,PRP
,.,O,.
,To,O,TO
,the,O,DT
,extent,O,NN
,that,O,IN
,the,O,DT
,Bolshevik,O,NNP
,purge,O,NN
,succeeds,O,VBZ
,in,O,IN
,making,O,VBG
,its,O,PRP$
,victims,O,NNS
,confess,O,NN
,to,O,TO
,crimes,O,NNS
,they,O,PRP
,never,O,RB
,committed,O,VBD
,",",O,","
,it,O,PRP
,relies,O,VBZ
,chiefly,O,NN
,on,O,IN
,this,O,DT
,basic,O,JJ
,fear,O,NN
,and,O,CC
,argues,O,VBZ
,as,O,IN
,follows,O,VBZ
,:,O,:
,We,O,PRP
,are,O,VBP
,all,O,DT
,agreed,O,VBN
,on,O,IN
,the,O,DT
,premise,O,NN
,that,O,WDT
,history,O,NN
,is,O,VBZ
,a,O,DT
,struggle,O,NN
,of,O,IN
,classes,O,NNS
,and,O,CC
,on,O,IN
,the,O,DT
,role,O,NN
,of,O,IN
,the,O,DT
,Party,O,NNP
,in,O,IN
,its,O,PRP$
,conduct,O,NN
,.,O,.
,You,O,PRP
,know,O,VBP
,therefore,O,RB
,that,O,IN
,",",O,","
,historically,O,RB
,speaking,O,VBG
,",",O,","
,the,O,DT
,Party,O,NNP
,is,O,VBZ
,always,O,RB
,right,O,JJ
,(,O,(
,in,O,IN
,the,O,DT
,words,O,NNS
,of,O,IN
,Trotsky,I-PER,NNP
,:,O,:
,We,O,PRP
,can,O,MD
,only,O,RB
,be,O,VB
,right,O,JJ
,with,O,IN
,and,O,CC
,by,O,IN
,the,O,DT
,Party,O,NNP
,",",O,","
,for,O,IN
,history,O,NN
,has,O,VBZ
,provided,O,VBN
,no,O,DT
,other,O,JJ
,way,O,NN
,of,O,IN
,being,O,VBG
,in,O,IN
,the,O,DT
,right,O,NN
,.,O,.
,),O,)
,.,O,.
,At,O,IN
,this,O,DT
,historical,O,JJ
,moment,O,NN
,",",O,","
,that,O,WDT
,is,O,VBZ
,in,O,IN
,accordance,O,NN
,with,O,IN
,the,O,DT
,law,O,NN
,of,O,IN
,History,O,NNP
,",",O,","
,certain,O,JJ
,crimes,O,NNS
,are,O,VBP
,due,O,JJ
,to,O,TO
,be,O,VB
,committed,O,VBN
,which,O,WDT
,the,O,DT
,Party,O,NNP
,",",O,","
,knowing,O,VBG
,the,O,DT
,law,O,NN
,of,O,IN
,History,O,NNP
,",",O,","
,must,O,MD
,punish,O,VB
,.,O,.
,For,O,IN
,these,O,DT
,crimes,O,NNS
,",",O,","
,the,O,DT
,Party,O,NNP
,needs,O,VBZ
,criminals,O,NNS
,;,O,:
,it,O,PRP
,may,O,MD
,be,O,VB
,that,O,IN
,the,O,DT
,Party,O,NNP
,",",O,","
,though,O,IN
,knowing,O,VBG
,the,O,DT
,crimes,O,NNS
,",",O,","
,does,O,VBZ
,not,O,RB
,quite,O,RB
,know,O,VBP
,the,O,DT
,criminals,O,NNS
,;,O,:
,more,O,RBR
,important,O,JJ
,than,O,IN
,to,O,TO
,be,O,VB
,sure,O,JJ
,about,O,IN
,the,O,DT
,criminals,O,NNS
,is,O,VBZ
,to,O,TO
,punish,O,VB
,the,O,DT
,crimes,O,NNS
,",",O,","
,because,O,IN
,without,O,IN
,such,O,JJ
,punishment,O,NN
,",",O,","
,History,O,NNP
,will,O,MD
,not,O,RB
,be,O,VB
,advanced,O,VBN
,but,O,CC
,may,O,MD
,even,O,RB
,be,O,VB
,hindered,O,VBN
,in,O,IN
,its,O,PRP$
